Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
PAULO,2018-09-04 02:20:07,00:00:04,,Naruto: Temporada 4: Sequestrado! A aventura de Naruto nas fontes termais (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:07:24,00:07:24,BR (Brazil)
PAULO,2018-09-02 13:59:34,00:07:39,,Naruto: Temporada 4: Sequestrado! A aventura de Naruto nas fontes termais (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:07:25,Not latest view,BR (Brazil)
PAULO,2018-09-02 13:54:35,00:04:47,,Naruto: Temporada 4: Paralisação completa! O fim do Sannin! (Episódio 16),,Android DefaultWidevineL3Phone Android Phone,00:21:27,00:21:27,BR (Brazil)
PAULO,2018-08-30 22:39:06,00:16:41,,Naruto: Temporada 4: Paralisação completa! O fim do Sannin! (Episódio 16),,Android DefaultWidevineL3Phone Android Phone,00:16:43,Not latest view,BR (Brazil)
PAULO,2018-08-30 22:31:49,00:06:56,,Naruto: Temporada 4: O quinto Hokage…Apostando a vida (Episódio 15),,Android DefaultWidevineL3Phone Android Phone,00:21:17,00:21:17,BR (Brazil)
PAULO,2018-08-30 19:56:08,00:13:58,,Naruto: Temporada 4: O quinto Hokage…Apostando a vida (Episódio 15),,Android DefaultWidevineL3Phone Android Phone,00:14:21,Not latest view,BR (Brazil)
PAULO,2018-08-30 19:36:11,00:18:43,,Naruto: Temporada 4: Atacar! A fúria do Rasengan! (Episódio 14),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-30 19:15:54,00:21:20,,Naruto: Temporada 4: Interrupção…O acordo acabou! (Episódio 13),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-30 19:01:21,00:14:24,,Naruto: Temporada 4: Uma oferta duvidosa! A escolha de Tsunade! (Episódio 12),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-29 20:02:19,00:06:59,,Naruto: Temporada 4: Uma oferta duvidosa! A escolha de Tsunade! (Episódio 12),,Android DefaultWidevineL3Phone Android Phone,00:06:59,Not latest view,BR (Brazil)
PAULO,2018-08-29 19:44:17,00:17:50,,Naruto: Temporada 4: Herança! O colar da morte! (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:21:21,00:21:21,BR (Brazil)
PAULO,2018-08-29 01:45:39,00:03:37,,Naruto: Temporada 4: Herança! O colar da morte! (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:03:37,Not latest view,BR (Brazil)
PAULO,2018-08-29 01:23:33,00:21:20,,Naruto: Temporada 4: Imperdoável! Uma total falta de respeito! (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-29 01:00:22,00:21:57,,Naruto: Temporada 4: Uma escolha impossível: a dor dentro do coração de Tsunade (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:21:21,00:21:21,BR (Brazil)
PAULO,2018-08-29 00:31:44,00:21:19,,Naruto: Temporada 4: Ponto focal: a marca da folha! (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-29 00:11:39,00:21:22,,Naruto: Temporada 4: O treinamento continua: estoure o balão d´água! (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:21:22,00:21:22,BR (Brazil)
PAULO,2018-08-28 23:51:36,00:21:21,,Naruto: Temporada 4: Um novo treinamento começa! Eu serei forte! (Episódio 6),,Android DefaultWidevineL3Phone Android Phone,00:21:21,00:21:21,BR (Brazil)
PAULO,2018-08-28 23:47:16,00:04:10,,Naruto: Temporada 4: Ódio entre os Uchihas: o último do clã! (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-28 20:34:49,00:17:12,,Naruto: Temporada 4: Ódio entre os Uchihas: o último do clã! (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:17:12,Not latest view,BR (Brazil)
PAULO,2018-08-28 20:14:24,00:21:20,,"Naruto: Temporada 4: Ruja, Chidori! Irmão contra irmão! (Episódio 4)",,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-28 20:09:41,00:03:05,,Naruto: Temporada 4: Jiraiya: o potencial desastre do Naruto! (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-28 01:20:36,00:18:24,,Naruto: Temporada 4: Jiraiya: o potencial desastre do Naruto! (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:18:20,Not latest view,BR (Brazil)
PAULO,2018-08-28 01:00:35,00:21:19,,Naruto: Temporada 4: Olho no olho: Sharingan contra Sharingan! (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-28 00:40:31,00:21:23,,Naruto: Temporada 4: O retorno da névoa matutina (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:21:24,00:21:24,BR (Brazil)
PAULO,2018-08-28 00:25:06,00:09:19,,"Naruto: Temporada 3: O terceiro Hokage, para sempre... (Episódio 28)",,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-27 06:06:57,00:12:10,,"Naruto: Temporada 3: O terceiro Hokage, para sempre... (Episódio 28)",,Android DefaultWidevineL3Phone Android Phone,00:12:10,Not latest view,BR (Brazil)
PAULO,2018-08-27 05:46:51,00:21:19,,Naruto: Temporada 3: Além do limite da escuridão e luz! (Episódio 27),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-27 03:11:09,00:21:14,,Naruto: Temporada 3: O manual do ninja Naruto! (Episódio 26),,Android DefaultWidevineL3Phone Android Phone,00:21:14,00:21:14,BR (Brazil)
PAULO,2018-08-27 02:51:11,00:21:17,,Naruto: Temporada 3: Luz contra escuridão: as duas faces de Gaara (Episódio 25),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-27 02:29:47,00:18:53,,Naruto: Temporada 3: O assassino da noite enluarada (Episódio 24),,Android DefaultWidevineL3Phone Android Phone,00:21:12,00:21:12,BR (Brazil)
PAULO,2018-08-27 02:10:20,00:20:46,,Naruto: Temporada 3: A decisão de Sasuke: pressionado ao extremo! (Episódio 23),,Android DefaultWidevineL3Phone Android Phone,00:20:45,00:20:45,BR (Brazil)
PAULO,2018-08-27 02:09:12,00:02:20,,Naruto: Temporada 3: O assassino da noite enluarada (Episódio 24),,Android DefaultWidevineL3Phone Android Phone,00:02:20,Not latest view,BR (Brazil)
PAULO,2018-08-27 02:03:32,00:05:31,,Naruto: Temporada 3: Uma verdade surpreendente! A identidade do Gaara aparece! (Episódio 22),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-26 17:16:09,00:15:49,,Naruto: Temporada 3: Uma verdade surpreendente! A identidade do Gaara aparece! (Episódio 22),,Android DefaultWidevineL3Phone Android Phone,00:15:49,Not latest view,BR (Brazil)
PAULO,2018-08-26 16:57:05,00:20:21,,Naruto: Temporada 3: Técnica secreta proibida: selo Ceifeiro da Morte! (Episódio 21),,Android DefaultWidevineL3Phone Android Phone,00:21:14,00:21:14,BR (Brazil)
PAULO,2018-08-26 16:37:01,00:21:20,,Naruto: Temporada 3: Um erro do passado: o rosto revelado! (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-26 16:12:33,00:21:17,,Naruto: Temporada 3: Uma luta incomparável: Hokage contra Hokage! (Episódio 19),,Android DefaultWidevineL3Phone Android Phone,00:21:17,00:21:17,BR (Brazil)
PAULO,2018-08-26 15:52:12,00:21:27,,Naruto: Temporada 3: O ocioso entra em ação:chega de preguiça! (Episódio 18),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-26 15:32:12,00:21:18,,Naruto: Temporada 3: Aldeia angustiada missão nível A! (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:21:18,00:21:18,BR (Brazil)
PAULO,2018-08-26 04:05:48,00:20:53,,Naruto: Temporada 3: Zero hora! A destruição da aldeia da Folha começa! (Episódio 16),,Android DefaultWidevineL3Phone Android Phone,00:21:17,00:21:17,BR (Brazil)
PAULO,2018-08-26 03:45:46,00:21:19,,"Naruto: Temporada 3: Atrasado para o show, mas pronto para lutar! A derradeira técnica nasce! (Episódio 15)",,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-26 03:25:16,00:21:46,,Naruto: Temporada 3: O Jutsu do sobrancelhudo: estilo Sasuke! (Episódio 14),,Android DefaultWidevineL3Phone Android Phone,00:21:10,00:21:10,BR (Brazil)
PAULO,2018-08-26 03:00:34,00:21:33,,"Naruto: Temporada 3: Folha dançante, areia contorcida (Episódio 13)",,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-26 02:40:30,00:21:20,,Naruto: Temporada 3: Motivação zero: o cara com inveja da nuvem! (Episódio 12),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-26 02:20:27,00:21:20,,Naruto: Temporada 3: Bata ou desista: as rodadas finais ficam complicadas! (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-26 02:00:21,00:21:19,,Naruto: Temporada 3: O verdadeiro poder do perdedor! (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-26 01:40:18,00:21:20,,Naruto: Temporada 3: A derradeira defesa: no ponto zero! (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-26 01:20:17,00:21:17,,Naruto: Temporada 3: Byakugan contra Jutsu clones da sombra! (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:21:17,00:21:17,BR (Brazil)
PAULO,2018-08-26 01:00:46,00:20:38,,Naruto: Temporada 3: As rodadas finais: a corrida para a arena de batalha! (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-26 00:40:42,00:21:21,,Naruto: Temporada 3: Hospital sitiado: a mão do mal revelada! (Episódio 6),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-26 00:20:33,00:21:23,,Naruto: Temporada 3: Ele voa! Ele salta! Ele espreita! O Sapo Chefe aparece! (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:21:23,00:21:23,BR (Brazil)
PAULO,2018-08-25 22:18:17,00:10:26,,"Naruto: Temporada 3: Um sentimento de anseio, uma flor cheia de esperança (Episódio 3)",,Android DefaultWidevineL3Phone Android Phone,00:10:21,00:10:21,BR (Brazil)
PAULO,2018-08-25 21:57:49,00:21:27,,Naruto: Temporada 3: Viva ou morra: arrisque tudo para ganhar tudo! (Episódio 4),,Android DefaultWidevineL3Phone Android Phone,00:21:28,00:21:28,BR (Brazil)
PAULO,2018-08-25 21:37:42,00:21:20,,Naruto: Temporada 3: Jutsu de invocação: a sabedoria do sábio Sapo!! (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-25 21:35:18,00:02:09,,Naruto: Temporada 3: Após muito tempo: Jiraiya retorna! (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-24 12:44:13,00:19:20,,Naruto: Temporada 3: Após muito tempo: Jiraiya retorna! (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:19:20,Not latest view,BR (Brazil)
PAULO,2018-08-24 02:03:08,00:21:00,,Naruto: Temporada 2: Ebisu Returns: Naruto's Toughest Training Yet! (Episódio 26),,Android DefaultWidevineL3Phone Android Phone,00:21:23,00:21:23,BR (Brazil)
PAULO,2018-08-24 01:53:16,00:09:36,,Naruto: Temporada 2: A Shadow in Darkness: Danger Approaches Sasuke (Episódio 25),,Android DefaultWidevineL3Phone Android Phone,00:21:27,00:21:27,BR (Brazil)
PAULO,2018-08-23 18:34:35,00:18:43,,Naruto Shippuden: Temporada 1: Hiruko contra duas Kunoichi! (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:20:08,00:20:08,BR (Brazil)
PAULO,2018-08-22 23:13:19,00:11:51,,Naruto: Temporada 2: A Shadow in Darkness: Danger Approaches Sasuke (Episódio 25),,Android DefaultWidevineL3Phone Android Phone,00:11:51,Not latest view,BR (Brazil)
PAULO,2018-08-22 22:53:14,00:21:17,,Naruto: Temporada 2: The Fifth Gate: A Splendid Ninja Is Born (Episódio 24),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-22 22:33:05,00:21:23,,Naruto: Temporada 2: Lee's Hidden Strength: Forbidden Secret Jutsu! (Episódio 23),,Android DefaultWidevineL3Phone Android Phone,00:21:22,00:21:22,BR (Brazil)
PAULO,2018-08-22 22:05:55,00:22:45,,Naruto: Temporada 2: Gaara vs. Rock Lee: The Power of Youth Explodes! (Episódio 22),,Android DefaultWidevineL3Phone Android Phone,00:21:19,00:21:19,BR (Brazil)
PAULO,2018-08-22 21:44:34,00:18:53,,Naruto: Temporada 2: A Failure Stands Tall! (Episódio 21),,Android DefaultWidevineL3Phone Android Phone,00:20:20,00:20:20,BR (Brazil)
PAULO,2018-08-22 21:24:10,00:21:22,,Naruto: Temporada 2: Byakugan Battle: Hinata Grows Bold! (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:21:22,00:21:22,BR (Brazil)
PAULO,2018-08-22 17:52:35,00:19:56,,Naruto: Temporada 2: Surprise Attack! Naruto's Secret Weapon! (Episódio 19),,Android DefaultWidevineL3Phone Android Phone,00:19:55,00:19:55,BR (Brazil)
PAULO,2018-08-22 17:33:34,00:20:15,,Naruto: Temporada 2: Akamaru Unleashed! Who's Top Dog Now? (Episódio 18),,Android DefaultWidevineL3Phone Android Phone,00:21:17,00:21:17,BR (Brazil)
PAULO,2018-08-22 17:13:33,00:21:16,,Naruto: Temporada 2: Killer Kunoichi and a Shaky Shikamaru (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-16 16:26:01,00:13:17,,Dr. House: Temporada 8: Charity Case (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:13:17,00:13:17,BR (Brazil)
PAULO,2018-08-16 16:25:41,00:00:06,,Dr. House: Temporada 8: Transplant (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:08:45,00:08:45,BR (Brazil)
PAULO,2018-08-15 01:15:08,00:18:44,,Naruto: Temporada 2: The Ultimate Battle: Cha! (Episódio 16),,Android DefaultWidevineL3Phone Android Phone,00:20:05,00:20:05,BR (Brazil)
PAULO,2018-08-15 00:56:09,00:19:45,,Naruto: Temporada 2: Kunoichi Rumble: The Rivals Get Serious! (Episódio 15),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-15 00:36:06,00:21:17,,Naruto: Temporada 2: Kakashi and Orochimaru: Face-to-Face! (Episódio 14),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-15 00:15:57,00:21:20,,Naruto: Temporada 2: Bushy Brow's Jealousy: Lions Barrage Unleashed! (Episódio 13),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-14 23:55:59,00:21:14,,Naruto: Temporada 2: Narrowing the Field: Sudden Death Elimination! (Episódio 12),,Android DefaultWidevineL3Phone Android Phone,00:21:14,00:21:14,BR (Brazil)
PAULO,2018-08-14 23:35:55,00:21:18,,Naruto: Temporada 2: Surviving the Cut!  The Rookie Nine Together Again! (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:21:17,00:21:17,BR (Brazil)
PAULO,2018-08-14 23:09:41,00:21:47,,Naruto: Temporada 2: Clone vs. Clone: Mine are Better than Yours! (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:21:32,00:21:32,BR (Brazil)
PAULO,2018-08-14 22:49:41,00:21:16,,Naruto: Temporada 2: The Scroll's Secret: No Peeking Allowed (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-14 22:29:29,00:21:27,,Naruto: Temporada 2: Akamaru Trembles: Gaara's Cruel Strength! (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:21:27,00:21:27,BR (Brazil)
PAULO,2018-08-14 22:29:09,00:00:10,,Naruto: Temporada 2: Battle Formation: Ino-Shika-Cho! (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:19:11,00:19:11,BR (Brazil)
PAULO,2018-08-10 19:58:39,00:19:02,,Naruto: Temporada 2: Battle Formation: Ino-Shika-Cho! (Episódio 7),,Android DefaultWidevineL3Phone Android Phone,00:19:02,Not latest view,BR (Brazil)
PAULO,2018-08-10 19:38:25,00:21:16,,Naruto: Temporada 2: Bushy Brow's Pledge: Undying Love and Protection! (Episódio 5),,Android DefaultWidevineL3Phone Android Phone,00:21:16,00:21:16,BR (Brazil)
PAULO,2018-08-10 00:22:03,00:08:46,,Dr. House: Temporada 8: Transplant (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:08:46,Not latest view,BR (Brazil)
PAULO,2018-08-10 00:20:29,00:01:27,,Dr. House: Temporada 8: Twenty Vicodin (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:01:27,00:01:27,BR (Brazil)
PAULO,2018-08-10 00:13:04,00:07:21,,Dr. House: Temporada 7: Moving On (Episódio 23),,Android DefaultWidevineL3Phone Android Phone,00:43:21,00:43:21,BR (Brazil)
PAULO,2018-08-08 14:43:56,00:36:00,,Dr. House: Temporada 7: Moving On (Episódio 23),,Android DefaultWidevineL3Phone Android Phone,00:36:01,Not latest view,BR (Brazil)
PAULO,2018-08-08 14:17:54,00:25:58,,Dr. House: Temporada 7: After Hours (Episódio 22),,Android DefaultWidevineL3Phone Android Phone,00:43:15,00:43:15,BR (Brazil)
PAULO,2018-08-07 21:45:37,00:16:15,,Dr. House: Temporada 7: After Hours (Episódio 22),,Android DefaultWidevineL3Phone Android Phone,00:16:43,Not latest view,BR (Brazil)
PAULO,2018-08-07 21:24:30,00:20:40,,Dr. House: Temporada 7: The Fix (Episódio 21),,Android DefaultWidevineL3Phone Android Phone,00:43:21,00:43:21,BR (Brazil)
PAULO,2018-08-03 04:40:54,00:21:18,,Naruto: Temporada 2: The Sharingan Revived: Dragon-Flame Jutsu! (Episódio 4),,Android DefaultWidevineL3Phone Android Phone,00:21:18,00:21:18,BR (Brazil)
PAULO,2018-08-02 21:40:38,00:21:20,,Naruto: Temporada 2: Naruto's Counterattack: Never Give In! (Episódio 3),,Android DefaultWidevineL3Phone Android Phone,00:21:20,00:21:20,BR (Brazil)
PAULO,2018-08-02 21:20:32,00:21:23,,Naruto: Temporada 2: Eat or Be Eaten: Panic in the Forest (Episódio 2),,Android DefaultWidevineL3Phone Android Phone,00:21:23,00:21:23,BR (Brazil)
PAULO,2018-08-02 21:00:24,00:21:23,,Naruto: Temporada 2: The Chunin Exam Stage 2: The Forest of Death (Episódio 1),,Android DefaultWidevineL3Phone Android Phone,00:21:24,00:21:24,BR (Brazil)
PAULO,2018-08-02 20:54:00,00:07:38,,Naruto: Temporada 1: Special Report: Live from the Forest of Death! (Episódio 26),,Android DefaultWidevineL3Phone Android Phone,00:10:45,00:10:45,BR (Brazil)
PAULO,2018-08-02 17:46:19,00:17:35,,Dr. House: Temporada 7: The Fix (Episódio 21),,Android DefaultWidevineL3Phone Android Phone,00:18:03,Not latest view,BR (Brazil)
PAULO,2018-08-02 17:36:34,00:09:42,,Dr. House: Temporada 7: Changes (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:43:21,00:43:21,BR (Brazil)
PAULO,2018-08-02 16:23:52,00:21:35,,Naruto: Temporada 1: The Tenth Question: All or Nothing! (Episódio 25),,Android DefaultWidevineL3Phone Android Phone,00:21:35,00:21:35,BR (Brazil)
PAULO,2018-08-02 16:11:06,00:12:36,,Naruto: Temporada 1: Start Your Engines: The Chunin Exam Begins! (Episódio 24),,Android DefaultWidevineL3Phone Android Phone,00:21:36,00:21:36,BR (Brazil)
PAULO,2018-08-02 04:52:29,00:09:06,,Naruto: Temporada 1: Start Your Engines: The Chunin Exam Begins! (Episódio 24),,Android DefaultWidevineL3Phone Android Phone,00:09:06,Not latest view,BR (Brazil)
PAULO,2018-08-02 04:32:14,00:21:32,,Naruto: Temporada 1: Genin Takedown! All Nine Rookies Face Off! (Episódio 23),,Android DefaultWidevineL3Phone Android Phone,00:21:32,00:21:32,BR (Brazil)
PAULO,2018-08-02 04:11:55,00:21:36,,Naruto: Temporada 1: Chunin Challenge: Rock Lee vs. Sasuke! (Episódio 22),,Android DefaultWidevineL3Phone Android Phone,00:21:35,00:21:35,BR (Brazil)
PAULO,2018-08-02 04:07:33,00:04:12,,Naruto: Temporada 1: Identify Yourself: Powerful New Rivals (Episódio 21),,Android DefaultWidevineL3Phone Android Phone,00:21:33,00:21:33,BR (Brazil)
PAULO,2018-08-02 02:32:03,00:18:00,,Naruto: Temporada 1: Identify Yourself: Powerful New Rivals (Episódio 21),,Android DefaultWidevineL3Phone Android Phone,00:17:22,Not latest view,BR (Brazil)
PAULO,2018-08-02 02:09:25,00:21:42,,Naruto: Temporada 1: A New Chapter Begins: The Chunin Exam! (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:21:43,00:21:43,BR (Brazil)
PAULO,2018-08-02 02:02:00,00:05:47,,Naruto: Temporada 1: The Demon in the Snow (Episódio 19),,Android DefaultWidevineL3Phone Android Phone,00:17:48,00:17:48,BR (Brazil)
PAULO,2018-08-01 20:41:26,00:11:09,,Dr. House: Temporada 7: Changes (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:33:39,Not latest view,BR (Brazil)
PAULO,2018-07-31 19:54:25,00:22:34,,Dr. House: Temporada 7: Changes (Episódio 20),,Android DefaultWidevineL3Phone Android Phone,00:22:30,Not latest view,BR (Brazil)
PAULO,2018-07-31 19:41:17,00:13:04,,Dr. House: Temporada 7: Last Temptation (Episódio 19),,Android DefaultWidevineL3Phone Android Phone,00:43:12,00:43:12,BR (Brazil)
PAULO,2018-07-29 22:39:06,00:29:47,,Dr. House: Temporada 7: Last Temptation (Episódio 19),,Android DefaultWidevineL3Phone Android Phone,00:30:09,Not latest view,BR (Brazil)
PAULO,2018-07-29 22:29:00,00:10:03,,Dr. House: Temporada 7: The Dig (Episódio 18),,Android DefaultWidevineL3Phone Android Phone,00:43:20,00:43:20,BR (Brazil)
PAULO,2018-07-29 21:51:24,00:12:34,,Dr. House: Temporada 7: The Dig (Episódio 18),,Android DefaultWidevineL3Phone Android Phone,00:33:27,Not latest view,BR (Brazil)
PAULO,2018-07-29 02:50:10,00:21:55,,Dr. House: Temporada 7: The Dig (Episódio 18),,Android DefaultWidevineL3Phone Android Phone,00:21:25,Not latest view,BR (Brazil)
PAULO,2018-07-29 02:43:29,00:05:37,,Dr. House: Temporada 7: Fall from Grace (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:43:11,00:43:11,BR (Brazil)
PAULO,2018-07-28 00:20:26,00:33:33,,Dr. House: Temporada 7: Fall from Grace (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:38:04,Not latest view,BR (Brazil)
PAULO,2018-07-26 23:24:14,00:12:11,,Naruto: Temporada 1: The Demon in the Snow (Episódio 19),,Android DefaultWidevineL3Phone Android Phone,00:12:10,Not latest view,BR (Brazil)
PAULO,2018-07-26 23:03:38,00:20:07,,Naruto: Temporada 1: The Weapons Known as Shinobi (Episódio 18),,Android DefaultWidevineL3Phone Android Phone,00:21:37,00:21:37,BR (Brazil)
PAULO,2018-07-26 03:21:30,00:04:07,,Dr. House: Temporada 7: Fall from Grace (Episódio 17),,Android DefaultWidevineL3Phone Android Phone,00:04:35,Not latest view,BR (Brazil)
PAULO,2018-07-26 03:08:16,00:13:10,,Dr. House: Temporada 7: Out of the Chute (Episódio 16),,Android DefaultWidevineL3Phone Android Phone,00:43:18,00:43:18,BR (Brazil)
PAULO,2018-07-25 07:09:32,00:29:41,,Dr. House: Temporada 7: Out of the Chute (Episódio 16),,Android DefaultWidevineL3Phone Android Phone,00:30:08,Not latest view,BR (Brazil)
PAULO,2018-07-25 07:09:13,00:00:11,,Dr. House: Temporada 7: Bombshells (Episódio 15),,Android DefaultWidevineL3Phone Android Phone,00:05:31,00:05:31,BR (Brazil)
PAULO,2018-07-24 23:00:11,00:01:55,,Dr. House: Temporada 7: Bombshells (Episódio 15),,Android DefaultWidevineL3Phone Android Phone,00:05:25,Not latest view,BR (Brazil)
PAULO,2018-07-24 17:00:37,00:03:31,,Dr. House: Temporada 7: Bombshells (Episódio 15),,Android DefaultWidevineL3Phone Android Phone,00:03:31,Not latest view,BR (Brazil)
PAULO,2018-07-24 16:46:03,00:14:20,,Dr. House: Temporada 7: Recession Proof (Episódio 14),,Android DefaultWidevineL3Phone Android Phone,00:43:23,00:43:23,BR (Brazil)
PAULO,2018-07-24 16:07:51,00:28:35,,Dr. House: Temporada 7: Recession Proof (Episódio 14),,Android DefaultWidevineL3Phone Android Phone,00:29:03,Not latest view,BR (Brazil)
PAULO,2018-07-24 16:02:25,00:05:21,,Dr. House: Temporada 7: Two Stories (Episódio 13),,Android DefaultWidevineL3Phone Android Phone,00:43:17,00:43:17,BR (Brazil)
PAULO,2018-07-24 15:10:04,00:37:37,,Dr. House: Temporada 7: Two Stories (Episódio 13),,Android DefaultWidevineL3Phone Android Phone,00:37:57,Not latest view,BR (Brazil)
PAULO,2018-07-24 03:02:05,00:42:53,,Dr. House: Temporada 7: You Must Remember This (Episódio 12),,Android DefaultWidevineL3Phone Android Phone,00:43:21,00:43:21,BR (Brazil)
PAULO,2018-07-24 02:18:36,00:43:22,,Dr. House: Temporada 7: Family Practice (Episódio 11),,Android DefaultWidevineL3Phone Android Phone,00:43:22,00:43:22,BR (Brazil)
PAULO,2018-07-24 01:33:22,00:42:59,,Dr. House: Temporada 7: Carrot or Stick (Episódio 10),,Android DefaultWidevineL3Phone Android Phone,00:43:20,00:43:20,BR (Brazil)
PAULO,2018-07-24 00:51:15,00:35:15,,Dr. House: Temporada 7: Larger than Life (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:43:21,00:43:21,BR (Brazil)
PAULO,2018-07-23 21:21:17,00:07:43,,Dr. House: Temporada 7: Larger than Life (Episódio 9),,Android DefaultWidevineL3Phone Android Phone,00:08:09,Not latest view,BR (Brazil)
PAULO,2018-07-23 21:06:09,00:14:16,,Dr. House: Temporada 7: Small Sacrifices (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:43:20,00:43:20,BR (Brazil)
PAULO,2018-07-23 18:36:40,00:15:51,,Dr. House: Temporada 7: Small Sacrifices (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:29:12,Not latest view,BR (Brazil)
PAULO,2018-07-22 02:35:22,00:12:28,,Dr. House: Temporada 7: Small Sacrifices (Episódio 8),,Android DefaultWidevineL3Phone Android Phone,00:13:22,Not latest view,BR (Brazil)
